TGV,arrivalDate,availablePhysicalSpaces,baseClasses,bookingType,boundaryPoint,carrierCode,departureDate,destination,destinationCode,destinationDetail,duration,fullIndicator,hasPerturbations,hostIndicator,id,inventory,min_price,onboardServices,origin,originCode,originDetail,price_FLEX,price_NOFLEX,price_SEMIFLEX,price_UPSELL,realTimeInformations,seatmapAvailable,services,showRating,tctCodeList,ticketProvider,total_duration,total_trains,trainEquipment,trainNumber,trainPeriod,trainType,transporter,transporterRating,trip_arrivalDate,trip_departureDate,trip_id,trip_name,trip_rank,unsellableReason,vehicleType
True,2017-08-17 08:18:00,[B],,RI,,SN,2017-08-17 05:50:00,CLERMONT FERRAND GARE,FRCFE,"{u'cityCode': u'FRCWP', u'cityLabel': u'CLERMONT FERRAND', u'outsideFrance': False, u'stationLabel': u'CLERMONT FERRAND GARE', u'zipCode': u'63', u'stationLabelFr': u'CLERMONT FERRAND GARE', u'stationCode': u'FRCFE', u'cityLabelFr': u'CLERMONT FERRAND'}",8880000,,False,,4,wdi,111.2,[VELO_GRATUIT],AURILLAC,FRAUR,"{u'cityCode': None, u'cityLabel': None, u'outsideFrance': False, u'stationLabel': u'AURILLAC', u'zipCode': u'15', u'stationLabelFr': u'AURILLAC', u'stationCode': u'FRAUR', u'cityLabelFr': None}",130.2,,111.2,120.9,,False,[],False,[],RR,0 days 09:20:00.000000000,3,,73800,BLUE,TER,TER,,2017-08-17T15:10:00,2017-08-17T05:50:00,52c3defc-5e73-49db-8362-7eb4818ad9e5,AURILLAC to ANGERS SAINT LAUD,0,NONE,TRAIN
True,2017-08-17 11:57:00,"[A, B]",,RN,,SN,2017-08-17 08:26:00,PARIS BERCY,FRPBE,"{u'cityCode': u'FRPAR', u'cityLabel': u'PARIS', u'outsideFrance': False, u'stationLabel': u'PARIS BERCY', u'zipCode': u'75', u'stationLabelFr': u'PARIS BERCY', u'stationCode': u'FRPBE', u'cityLabelFr': u'PARIS'}",12660000,,False,,5,wdi,111.2,"[HANDICAPE, VELO_PAYANT, NURSERIE, RESTAURATION]",CLERMONT FERRAND GARE,FRCFE,"{u'cityCode': u'FRCWP', u'cityLabel': u'CLERMONT FERRAND', u'outsideFrance': False, u'stationLabel': u'CLERMONT FERRAND GARE', u'zipCode': u'63', u'stationLabelFr': u'CLERMONT FERRAND GARE', u'stationCode': u'FRCFE', u'cityLabelFr': u'CLERMONT FERRAND'}",130.2,,111.2,120.9,,False,[],False,[],RR,0 days 09:20:00.000000000,3,,5962,BLUE,TJC,INTERCITÉS,,2017-08-17T15:10:00,2017-08-17T05:50:00,52c3defc-5e73-49db-8362-7eb4818ad9e5,AURILLAC to ANGERS SAINT LAUD,1,NONE,TRAIN
True,2017-08-17 15:10:00,"[A, B]",,RN,,SN,2017-08-17 13:42:00,ANGERS SAINT LAUD,FRACL,"{u'cityCode': u'FRANE', u'cityLabel': u'ANGERS', u'outsideFrance': False, u'stationLabel': u'ANGERS SAINT LAUD', u'zipCode': u'49', u'stationLabelFr': u'ANGERS SAINT LAUD', u'stationCode': u'FRACL', u'cityLabelFr': u'ANGERS'}",5280000,,False,,6,wdi,111.2,"[HANDICAPE, VOITURE_BAR, VELO_PAYANT]",PARIS MONTPARNASSE 1 ET 2,FRPMO,"{u'cityCode': u'FRPAR', u'cityLabel': u'PARIS', u'outsideFrance': False, u'stationLabel': u'PARIS MONTPARNASSE 1 ET 2', u'zipCode': u'75', u'stationLabelFr': u'PARIS MONTPARNASSE 1 ET 2', u'stationCode': u'FRPMO', u'cityLabelFr': u'PARIS'}",130.2,,111.2,120.9,,True,[],False,[],RR,0 days 09:20:00.000000000,3,,8821,BLUE,TGA,TGV,,2017-08-17T15:10:00,2017-08-17T05:50:00,52c3defc-5e73-49db-8362-7eb4818ad9e5,AURILLAC to ANGERS SAINT LAUD,2,NONE,TRAIN
True,2017-08-17 09:35:00,[B],,RI,,SN,2017-08-17 07:46:00,BRIVE LA GAILLARDE,FRBVE,"{u'cityCode': None, u'cityLabel': None, u'outsideFrance': False, u'stationLabel': u'BRIVE LA GAILLARDE', u'zipCode': u'19', u'stationLabelFr': u'BRIVE LA GAILLARDE', u'stationCode': u'FRBVE', u'cityLabelFr': None}",6540000,,False,,7,wdi,121.8,[VELO_GRATUIT],AURILLAC,FRAUR,"{u'cityCode': None, u'cityLabel': None, u'outsideFrance': False, u'stationLabel': u'AURILLAC', u'zipCode': u'15', u'stationLabelFr': u'AURILLAC', u'stationCode': u'FRAUR', u'cityLabelFr': None}",145.1,,121.8,134.9,,False,[],False,[],RR,0 days 10:28:00.000000000,3,,73905,WHITE,TER,TER,,2017-08-17T18:14:00,2017-08-17T07:46:00,b696f074-cac3-4cf8-af8c-acd7f995ec02,AURILLAC to ANGERS SAINT LAUD,0,NONE,TRAIN
True,2017-08-17 14:19:00,"[A, B]",,RN,,SN,2017-08-17 10:05:00,PARIS AUSTERLITZ,FRPAZ,"{u'cityCode': u'FRPAR', u'cityLabel': u'PARIS', u'outsideFrance': False, u'stationLabel': u'PARIS AUSTERLITZ', u'zipCode': u'75', u'stationLabelFr': u'PARIS AUSTERLITZ', u'stationCode': u'FRPAZ', u'cityLabelFr': u'PARIS'}",15240000,,False,,8,wdi,121.8,"[HANDICAPE, VELO_PAYANT, NURSERIE, RESTAURATION]",BRIVE LA GAILLARDE,FRBVE,"{u'cityCode': None, u'cityLabel': None, u'outsideFrance': False, u'stationLabel': u'BRIVE LA GAILLARDE', u'zipCode': u'19', u'stationLabelFr': u'BRIVE LA GAILLARDE', u'stationCode': u'FRBVE', u'cityLabelFr': None}",145.1,,121.8,134.9,,False,[],False,[],RR,0 days 10:28:00.000000000,3,,3644,WHITE,TJC,INTERCITÉS,,2017-08-17T18:14:00,2017-08-17T07:46:00,b696f074-cac3-4cf8-af8c-acd7f995ec02,AURILLAC to ANGERS SAINT LAUD,1,NONE,TRAIN
True,2017-08-17 18:14:00,"[A, B]",,RN,,SN,2017-08-17 16:40:00,ANGERS SAINT LAUD,FRACL,"{u'cityCode': u'FRANE', u'cityLabel': u'ANGERS', u'outsideFrance': False, u'stationLabel': u'ANGERS SAINT LAUD', u'zipCode': u'49', u'stationLabelFr': u'ANGERS SAINT LAUD', u'stationCode': u'FRACL', u'cityLabelFr': u'ANGERS'}",5640000,,False,,9,wdi,121.8,"[HANDICAPE, VOITURE_BAR, VELO_PAYANT]",PARIS MONTPARNASSE 1 ET 2,FRPMO,"{u'cityCode': u'FRPAR', u'cityLabel': u'PARIS', u'outsideFrance': False, u'stationLabel': u'PARIS MONTPARNASSE 1 ET 2', u'zipCode': u'75', u'stationLabelFr': u'PARIS MONTPARNASSE 1 ET 2', u'stationCode': u'FRPMO', u'cityLabelFr': u'PARIS'}",145.1,,121.8,134.9,,True,[],False,[],RR,0 days 10:28:00.000000000,3,,8833,WHITE,TGA,TGV,,2017-08-17T18:14:00,2017-08-17T07:46:00,b696f074-cac3-4cf8-af8c-acd7f995ec02,AURILLAC to ANGERS SAINT LAUD,2,NONE,TRAIN
True,2017-08-17 12:48:00,[B],,RI,,SN,2017-08-17 10:22:00,CLERMONT FERRAND GARE,FRCFE,"{u'cityCode': u'FRCWP', u'cityLabel': u'CLERMONT FERRAND', u'outsideFrance': False, u'stationLabel': u'CLERMONT FERRAND GARE', u'zipCode': u'63', u'stationLabelFr': u'CLERMONT FERRAND GARE', u'stationCode': u'FRCFE', u'cityLabelFr': u'CLERMONT FERRAND'}",8760000,,False,,10,wdi,117.9,[VELO_GRATUIT],AURILLAC,FRAUR,"{u'cityCode': None, u'cityLabel': None, u'outsideFrance': False, u'stationLabel': u'AURILLAC', u'zipCode': u'15', u'stationLabelFr': u'AURILLAC', u'stationCode': u'FRAUR', u'cityLabelFr': None}",146.5,,117.9,140.5,,False,[],False,[],RR,0 days 09:52:00.000000000,3,,73804,BLUE,TER,TER,,2017-08-17T20:14:00,2017-08-17T10:22:00,78c2232e-06ea-4a6f-b826-3226ac2b187a,AURILLAC to ANGERS SAINT LAUD,0,NONE,TRAIN
True,2017-08-17 16:20:00,"[A, B]",,RR,,SN,2017-08-17 13:57:00,LYON PART DIEU,FRLPD,"{u'cityCode': u'FRLYS', u'cityLabel': u'LYON', u'outsideFrance': False, u'stationLabel': u'LYON PART DIEU', u'zipCode': u'69', u'stationLabelFr': u'LYON PART DIEU', u'stationCode': u'FRLPD', u'cityLabelFr': u'LYON'}",8580000,,False,,11,wdi,117.9,[],CLERMONT FERRAND GARE,FRCFE,"{u'cityCode': u'FRCWP', u'cityLabel': u'CLERMONT FERRAND', u'outsideFrance': False, u'stationLabel': u'CLERMONT FERRAND GARE', u'zipCode': u'63', u'stationLabelFr': u'CLERMONT FERRAND GARE', u'stationCode': u'FRCFE', u'cityLabelFr': u'CLERMONT FERRAND'}",146.5,,117.9,140.5,,False,[],False,[],RR,0 days 09:52:00.000000000,3,,5528,BLUE,CIC,INTERCITÉS,,2017-08-17T20:14:00,2017-08-17T10:22:00,78c2232e-06ea-4a6f-b826-3226ac2b187a,AURILLAC to ANGERS SAINT LAUD,1,NONE,TRAIN
True,2017-08-17 20:14:00,"[A, B]",,RN,,SN,2017-08-17 16:30:00,ANGERS SAINT LAUD,FRACL,"{u'cityCode': u'FRANE', u'cityLabel': u'ANGERS', u'outsideFrance': False, u'stationLabel': u'ANGERS SAINT LAUD', u'zipCode': u'49', u'stationLabelFr': u'ANGERS SAINT LAUD', u'stationCode': u'FRACL', u'cityLabelFr': u'ANGERS'}",13440000,,False,,12,wdi,117.9,"[HANDICAPE, VOITURE_BAR]",LYON PART DIEU,FRLPD,"{u'cityCode': u'FRLYS', u'cityLabel': u'LYON', u'outsideFrance': False, u'stationLabel': u'LYON PART DIEU', u'zipCode': u'69', u'stationLabelFr': u'LYON PART DIEU', u'stationCode': u'FRLPD', u'cityLabelFr': u'LYON'}",146.5,,117.9,140.5,,True,[],False,[],RR,0 days 09:52:00.000000000,3,,5378,BLUE,TGD,TGV,,2017-08-17T20:14:00,2017-08-17T10:22:00,78c2232e-06ea-4a6f-b826-3226ac2b187a,AURILLAC to ANGERS SAINT LAUD,2,NONE,TRAIN
True,2017-08-17 13:55:00,[B],,RI,,SN,2017-08-17 11:58:00,BRIVE LA GAILLARDE,FRBVE,"{u'cityCode': None, u'cityLabel': None, u'outsideFrance': False, u'stationLabel': u'BRIVE LA GAILLARDE', u'zipCode': u'19', u'stationLabelFr': u'BRIVE LA GAILLARDE', u'stationCode': u'FRBVE', u'cityLabelFr': None}",7020000,,False,,13,wdi,118.8,[VELO_GRATUIT],AURILLAC,FRAUR,"{u'cityCode': None, u'cityLabel': None, u'outsideFrance': False, u'stationLabel': u'AURILLAC', u'zipCode': u'15', u'stationLabelFr': u'AURILLAC', u'stationCode': u'FRAUR', u'cityLabelFr': None}",133.1,,118.8,157.0,,False,[],False,[],RR,0 days 09:16:00.000000000,3,,73909,BLUE,TER,TER,,2017-08-17T21:14:00,2017-08-17T11:58:00,c1f6d976-6e8e-4698-9f96-bea17d3aae60,AURILLAC to ANGERS SAINT LAUD,0,NONE,TRAIN
