Code gare;Intitulé gare;Intitulé fronton de gare;Gare DRG;Gare étrangère;Agence gare;Région SNCF;Unité gare;UT;Nbre plateformes;N° plateforme;Intitulé plateforme;Code postal;Commune;Département - Commune;Département;Région;Longitude WGS84;Latitude WGS84;Code UIC;TVS;Segment DRG;Niveau de service;SOP;RG;Date fin validité plateforme;WGS 84
00032;Saint-Féliu-d'Avall;Saint-Féliu-d'Avall;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Saint-Féliu-d'Avall;66170;Saint-Féliu-d'Avall;66-174;Pyrénées-Orientales;Occitanie;2.7378217;42.6772874;0087784520;FDL;c;1;;;;42.6772874, 2.7378217
00033;Le Soler;Le Soler;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Le Soler;66270;Soler;66-195;Pyrénées-Orientales;Occitanie;2.7930798;42.6787626;0087784512;LSL;c;1;;;;42.6787626, 2.7930798
00034;Banyuls-sur-Mer;Banyuls-sur-Mer;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Banyuls-sur-Mer;66650;Banyuls-sur-Mer;66-016;Pyrénées-Orientales;Occitanie;3.1250496;42.4829582;0087784298;BAN;c;1;;;;42.4829582, 3.1250496
00039;Rivesaltes;Rivesaltes;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Rivesaltes;66600;Rivesaltes;66-164;Pyrénées-Orientales;Occitanie;2.86789;42.7664405;0087784173;RVT;c;1;;;;42.7664405, 2.86789
00040;Salses;Salses;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Salses;66600;Salses-le-Château;66-190;Pyrénées-Orientales;Occitanie;2.9174466;42.8356091;0087784157;SAL;c;1;;;;42.8356091, 2.9174466
00043;Belvezet;Belvezet;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Belvezet;48170;Belvezet;48-023;Lozère;Occitanie;3.7518919;44.5617971;0087783670;BVZ;c;1;;;;44.5617971, 3.7518919
00044;Allenc;Allenc;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Allenc;48190;Allenc;48-003;Lozère;Occitanie;3.6638926;44.541296;0087783654;AEN;c;1;;;;44.541296, 3.6638926
00049;Chanac;Chanac;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Chanac;48230;Chanac;48-039;Lozère;Occitanie;3.3454117;44.4739786;0087783530;CNA;c;1;;;;44.4739786, 3.3454117
00050;Les Salelles;Les Salelles;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Les Salelles;48230;Salelles;48-185;Lozère;Occitanie;3.2804008;44.4832687;0087783514;SQL;c;1;;;;44.4832687, 3.2804008
00053;Saint-Georges-de-Luzençon;Saint-Georges-de-Luzençon;Oui;Non;AG Sud-Ouest;REGION LANGUEDOC-ROUSSILLON;UG Midi Pyrenées TER;;1;1;Saint-Georges-de-Luzençon;12100;Saint-Georges-de-Luzençon;12-225;Aveyron;Occitanie;2.983784;44.066553;0087783423;SDU;c;1;;;;44.066553, 2.983784
00055;Campagnac - Saint-Geniez;Campagnac - Saint-Geniez;Oui;Non;AG Sud-Ouest;REGION LANGUEDOC-ROUSSILLON;UG Midi Pyrenées TER;;1;1;Campagnac - Saint-Geniez;12560;Campagnac;12-047;Aveyron;Occitanie;3.0664008;44.4219559;0087783340;CNT;c;1;;;;44.4219559, 3.0664008
00062;Saint-Flour - Chaudes-Aigues;Saint-Flour - Chaudes-Aigues;Oui;Non;AG Centre Est Rhône Alpin;REGION AUVERGNE;UG EEV AUVERGNE;;1;1;Saint-Flour - Chaudes-Aigues;15100;Saint-Flour;15-187;Cantal;Auvergne-Rhône-Alpes;3.1062862;45.0350122;0087783175;SFC;c;1;;;;45.0350122, 3.1062862
00067;Le Bousquet-d'Orb;Le Bousquet-d'Orb;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Le Bousquet-d'Orb;34260;Bousquet-d'Orb;34-038;Hérault;Occitanie;3.1689379;43.6912097;0087781583;LBD;c;1;;;;43.6912097, 3.1689379
00068;Lunas;Lunas;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Lunas;34650;Lunas;34-144;Hérault;Occitanie;3.1948986;43.7095814;0087781575;LKH;c;1;;;;43.7095814, 3.1948986
00069;Les Cabrils;Les Cabrils;Oui;Non;AG Méditerranée;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Les Cabrils;34233;Roqueredonde;34-233;Hérault;Occitanie;3.1860831;43.779707;0087781559;KBI;c;1;;;;43.779707, 3.1860831
00071;Montpaon;Montpaon;Oui;Non;AG Sud-Ouest;REGION LANGUEDOC-ROUSSILLON;UG Midi Pyrenées TER;;1;1;Montpaon;12540;Fondamente;12-155;Aveyron;Occitanie;3.1097221;43.8685236;0087781534;MNP;c;1;;;;43.8685236, 3.1097221
02403;Seclin;Seclin;Oui;Non;AG Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;;1;1;Seclin;59113;Seclin;59-560;Nord;Hauts-de-France;3.0350084;50.5486319;0087286518;SCN;b;1;;;;50.5486319, 3.0350084
02414;Strazeele;Strazeele;Oui;Non;AG Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;;1;1;Strazeele;59270;Strazeele;59-582;Nord;Hauts-de-France;2.6312181;50.713492;0087286203;STZ;c;1;;;;50.713492, 2.6312181
02422;Hellemmes;Hellemmes;Oui;Non;AG Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;;1;1;Hellemmes;59260;Lille;59-350;Nord;Hauts-de-France;3.1149328;50.6226402;0087286062;HEL;c;1;;;;50.6226402, 3.1149328
02434;Coudekerque-Branche;Coudekerque-Branche;Oui;Non;AG Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;;1;1;Coudekerque-Branche;59210;Coudekerque-Branche;59-155;Nord;Hauts-de-France;2.3751425;51.0177069;0087281402;CDK;c;1;;;;51.0177069, 2.3751425
02438;Gravelines;Gravelines;Oui;Non;AG Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;;1;1;Gravelines;59820;Gravelines;59-273;Nord;Hauts-de-France;2.1232852;50.978736;0087281246;GVL;c;1;;;;50.978736, 2.1232852
02439;Cassel;Cassel;Oui;Non;AG Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;;1;1;Cassel;59970;Cassel;59-135;Nord;Hauts-de-France;2.4599722;50.7875916;0087281139;CRD;c;1;;;;50.7875916, 2.4599722
02461;Vaucelles;Vaucelles;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Vaucelles;95150;Taverny;95-607;Val-d'Oise;Île-de-France;2.22885;49.02193;0087276626;CHD;b;;;;;49.02193, 2.22885
02474;Montsoult - Maffliers;Montsoult - Maffliers;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Montsoult - Maffliers;95560;Montsoult;95-430;Val-d'Oise;Île-de-France;2.32229;49.06611;0087276493;MSO;b;;;;;49.06611, 2.32229
02477;Bruyères-sur-Oise;Bruyères-sur-Oise;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Bruyères-sur-Oise;95820;Bruyères-sur-Oise;95-116;Val-d'Oise;Île-de-France;2.3259636;49.1552098;0087276451;BRK;c;;;;;49.1552098, 2.3259636
02492;Orry-la-Ville - Coye;Orry-la-Ville - Coye;Oui;Non;AG Manche-Nord;REGION DE PARIS-NORD;UG Picardie;;1;1;Orry-la-Ville - Coye;60560;Orry-la-Ville;60-482;Oise;Hauts-de-France;2.49000;49.13895;0087276279;ORY;b;2;;;;49.13895, 2.49
02493;Survilliers - Fosses;Survilliers - Fosses;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Survilliers - Fosses;95470;Fosses;95-250;Val-d'Oise;Île-de-France;2.52527;49.09961;0087276261;SUR;b;;;;;49.09961, 2.52527
02504;Pont Petit;Pont Petit;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Pont Petit;95310;Saint-Ouen-l'Aumône;95-572;Val-d'Oise;Île-de-France;2.13046;49.06004;0087276154;PPT;b;;;;;49.06004, 2.13046
02505;Épluches;Épluches;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Épluches;95310;Saint-Ouen-l'Aumône;95-572;Val-d'Oise;Île-de-France;2.1225973;49.0549329;0087276147;EPL;c;;;;;49.0549329, 2.1225973
02510;Montigny - Beauchamp;Montigny - Beauchamp;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Montigny - Beauchamp;95250;Beauchamp;95-051;Val-d'Oise;Île-de-France;2.19767;49.00758;0087276089;MBP;b;;;;;49.00758, 2.19767
02512;Cernay;Cernay;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Cernay;95120;Ermont;95-219;Val-d'Oise;Île-de-France;2.25680;48.98539;0087276063;CEJ;b;;;;;48.98539, 2.2568
02516;Creil;Creil;Oui;Non;AG Manche-Nord;REGION DE PARIS-NORD;UG Picardie;;1;1;Creil;60100;Creil;60-175;Oise;Hauts-de-France;2.4692439;49.2637570;0087276006;CLH;b;2;;;;49.263757, 2.4692439
02517;Corcy;Corcy;Oui;Non;AG Manche-Nord;REGION DE PARIS-NORD;UG Picardie;;1;1;Corcy;02600;Corcy;02-216;Aisne;Hauts-de-France;3.2157221;49.2550929;0087272286;CKX;c;1;;;;49.2550929, 3.2157221
02529;Soissons;Soissons;Oui;Non;AG Manche-Nord;REGION DE PARIS-NORD;UG Picardie;;1;1;Soissons;02200;Soissons;02-722;Aisne;Hauts-de-France;3.3381259;49.3691983;0087271817;SOI;b;2;;;;49.3691983, 3.3381259
02531;Longpont;Longpont;Oui;Non;AG Manche-Nord;REGION DE PARIS-NORD;UG Picardie;;1;1;Longpont;02600;Longpont;02-438;Aisne;Hauts-de-France;3.2301676;49.2726851;0087271775;LJP;c;1;;;;49.2726851, 3.2301676
02533;Vaumoise;Vaumoise;Oui;Non;AG Manche-Nord;REGION DE PARIS-NORD;UG Picardie;;1;1;Vaumoise;02600;Coyolles;02-232;Aisne;Hauts-de-France;2.9885685;49.2339406;0087271601;VAU;c;1;;;;49.2339406, 2.9885685
02535;Ormoy-Villers;Ormoy-Villers;Oui;Non;AG Manche-Nord;REGION DE PARIS-NORD;UG Picardie;;1;1;Ormoy-Villers;60800;Ormoy-Villers;60-479;Oise;Hauts-de-France;2.8379502;49.2003204;0087271585;ORM;c;1;;;;49.2003204, 2.8379502
02537;Le Plessis-Belleville;Le Plessis-Belleville;Oui;Non;AG Manche-Nord;REGION DE PARIS-NORD;UG Picardie;;1;1;Le Plessis-Belleville;60330;Plessis-Belleville;60-500;Oise;Hauts-de-France;2.7448073;49.0959033;0087271551;PLB;b;1;;;;49.0959033, 2.7448073
02540;Villeparisis - Mitry-le-Neuf;Villeparisis - Mitry-le-Neuf;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Villeparisis - Mitry-le-Neuf;77270;Mitry-Mory;77-294;Seine-et-Marne;Île-de-France;2.60243;48.95325;0087271510;VII;b;;;;;48.95325, 2.60243
02542;Parc des Expositions;Parc des Expositions;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Parc des Expositions;93420;Villepinte;93-078;Seine-Saint-Denis;Île-de-France;2.51382;48.97334;0087271486;PEX;b;;;;;48.97334, 2.51382
02544;Aéroport Charles de Gaulle 1;Aéroport Charles de Gaulle 1;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Aéroport Charles de Gaulle 1;93290;Tremblay-en-France;93-073;Seine-Saint-Denis;Île-de-France;2.56135;49.00956;0087271460;RSY;b;;;;;49.00956, 2.56135
02545;Villepinte;Villepinte;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Villepinte;93420;Villepinte;93-078;Seine-Saint-Denis;Île-de-France;2.51205;48.96292;0087271452;VPN;b;;;;;48.96292, 2.51205
02546;Sevran Beaudottes;Sevran Beaudottes;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Sevran Beaudottes;93270;Sevran;93-071;Seine-Saint-Denis;Île-de-France;2.52474;48.94743;0087271445;BDE;b;;;;;48.94743, 2.52474
02548;Sevran - Livry;Sevran - Livry;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;;;1;1;Sevran - Livry;93270;Sevran;93-071;Seine-Saint-Denis;Île-de-France;2.53484;48.93601;0087271429;SEV;b;;;;;48.93601, 2.53484
02561;Paris Gare du Nord;Paris Gare du Nord;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;UG Paris-Nord;;4;2;Paris Gare du Nord Surface Banlieue;75010;Paris;75-056;Paris;Île-de-France;2.355151;48.880185;0087271031;PNO_TRANS;a;2;;;;48.880185, 2.355151
02561;Paris Gare du Nord;Paris Gare du Nord;Oui;Non;AG Ile-de-France;REGION DE PARIS-NORD;UG Paris-Nord;;4;3;Paris Gare du Nord Souterrain;75010;Paris;75-056;Paris;Île-de-France;2.355151;48.880185;0087271023;GDS;b;2;;;;48.880185, 2.355151
02563;Lille Europe;Lille Europe;Oui;Non;AG Manche-Nord;REGION NORD PAS DE CALAIS;UG Nord Pas de Calais;;1;1;Lille Europe;59777;Lille;59-350;Nord;Hauts-de-France;3.075796;50.639224;0087223263;LEW;a;3;;;;50.639224, 3.075796
02564;Tieffenbach - Struth;Tieffenbach - Struth;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Tieffenbach - Struth;67290;Tieffenbach;67-491;Bas-Rhin;Grand Est;7.25527;48.9062169;0087215699;FOX;c;1;;;;48.9062169, 7.25527
02582;Schirmeck - La Broque;Schirmeck - La Broque;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Schirmeck - La Broque;67130;Schirmeck;67-448;Bas-Rhin;Grand Est;7.21594;48.47973;0087214692;SCK;b;1;;;;48.47973, 7.21594
02585;Lutzelhouse;Lutzelhouse;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Lutzelhouse;67130;Lutzelhouse;67-276;Bas-Rhin;Grand Est;7.29391;48.51812;0087214650;LZH;b;1;;;;48.51812, 7.29391
02586;Mullerhof;Mullerhof;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Mullerhof;67280;Urmatt;67-500;Bas-Rhin;Grand Est;7.3119577;48.52451;0087214643;MFX;c;1;;;;48.52451, 7.3119577
02597;Lingolsheim;Lingolsheim;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Lingolsheim;67380;Lingolsheim;67-267;Bas-Rhin;Grand Est;7.6781143;48.5594092;0087214502;LGH;c;1;;;;48.5594092, 7.6781143
02601;Obernai;Obernai;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Obernai;67210;Obernai;67-348;Bas-Rhin;Grand Est;7.48881;48.46219;0087214288;OBE;b;1;;;;48.46219, 7.48881
02607;Dambach-la-Ville;Dambach-la-Ville;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Dambach-la-Ville;67650;Dambach-la-Ville;67-084;Bas-Rhin;Grand Est;7.4355565;48.3216345;0087214213;DMB;c;1;;;;48.3216345, 7.4355565
02612;Kogenheim;Kogenheim;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Kogenheim;67230;Kogenheim;67-246;Bas-Rhin;Grand Est;7.5353085;48.3389532;0087214114;KEN;c;1;;;;48.3389532, 7.5353085
02617;Hoerdt;Hoerdt;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Hoerdt;67720;Hœrdt;67-205;Bas-Rhin;Grand Est;7.7794059;48.7029518;0087213686;HOD;b;1;;;;48.7029518, 7.7794059
02618;Weyersheim;Weyersheim;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Weyersheim;67720;Weyersheim;67-529;Bas-Rhin;Grand Est;7.7971027;48.7177903;0087213678;WEY;b;1;;;;48.7177903, 7.7971027
02625;Hoffen;Hoffen;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Hoffen;67250;Hoffen;67-206;Bas-Rhin;Grand Est;7.933587;48.9312475;0087213447;HFN;c;1;;;;48.9312475, 7.933587
02626;Soultz-sous-Forêts;Soultz-sous-Forêts;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Soultz-sous-Forêts;67250;Soultz-sous-Forêts;67-474;Bas-Rhin;Grand Est;7.8827184;48.9347687;0087213421;SSF;b;1;;;;48.9347687, 7.8827184
02627;Hoelschloch;Hoelschloch;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Hoelschloch;67250;Surbourg;67-487;Bas-Rhin;Grand Est;7.8314949;48.9163252;0087213413;HHH;c;1;;;;48.9163252, 7.8314949
02633;Obermodern;Obermodern;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Obermodern;67330;Obermodern-Zutzendorf;67-347;Bas-Rhin;Grand Est;7.547015;48.8426083;0087213165;OBM;b;1;;;;48.8426083, 7.547015
02635;Schweighouse-sur-Moder;Schweighouse-sur-Moder;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Schweighouse-sur-Moder;67590;Schweighouse-sur-Moder;67-458;Bas-Rhin;Grand Est;7.7425635;48.8286765;0087213108;SWG;c;1;;;;48.8286765, 7.7425635
02637;Lauterbourg;Lauterbourg;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Lauterbourg;67630;Lauterbourg;67-261;Bas-Rhin;Grand Est;8.1826817;48.9676973;0087212464;LTG;c;1;;;;48.9676973, 8.1826817
02638;Mothern;Mothern;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Mothern;67470;Mothern;67-305;Bas-Rhin;Grand Est;8.1615803;48.9347327;0087212456;MQW;c;1;;;;48.9347327, 8.1615803
02660;Dettwiller;Dettwiller;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Dettwiller;67490;Dettwiller;67-089;Bas-Rhin;Grand Est;7.4652459;48.7518969;0087212183;DEE;b;1;;;;48.7518969, 7.4652459
02674;Longwy;Longwy;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Longwy;54400;Longwy;54-323;Meurthe-et-Moselle;Grand Est;5.7696358;49.5129923;0087194001;LWY;b;1;;;;49.5129923, 5.7696358
02681;Sarralbe;Sarralbe;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Sarralbe;57430;Sarralbe;57-628;Moselle;Grand Est;7.0367713;49.0009161;0087193714;SRB;c;1;;;;49.0009161, 7.0367713
02683;Kalhausen;Kalhausen;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Kalhausen;57412;Kalhausen;57-355;Moselle;Grand Est;7.125352;49.0350585;0087193664;KHS;c;1;;;;49.0350585, 7.125352
02685;Zetting;Zetting;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Zetting;57115;Zetting;57-760;Moselle;Grand Est;7.13454;49.0783736;0087193649;ZGS;c;1;;;;49.0783736, 7.13454
02693;Faulquemont;Faulquemont;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Faulquemont;57380;Faulquemont;57-209;Moselle;Grand Est;6.6039774;49.0453391;0087193359;FAQ;b;1;;;;49.0453391, 6.6039774
02694;Teting;Teting;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Teting;57114;Teting-sur-Nied;57-668;Moselle;Grand Est;6.6646267;49.051605;0087193342;TET;c;1;;;;49.051605, 6.6646267
02698;Bouzonville;Bouzonville;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Bouzonville;57320;Bouzonville;57-106;Moselle;Grand Est;6.5293736;49.2899739;0087193177;BZV;c;1;;;;49.2899739, 6.5293736
02705;Pagny-sur-Moselle;Pagny-sur-Moselle;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Pagny-sur-Moselle;54530;Pagny-sur-Moselle;54-415;Meurthe-et-Moselle;Grand Est;6.0250346;48.9852003;0087192468;PMO;b;1;;;;48.9852003, 6.0250346
02707;Novéant-sur-Moselle;Novéant-sur-Moselle;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Novéant-sur-Moselle;57680;Novéant-sur-Moselle;57-515;Moselle;Grand Est;6.052101;49.028635;0087192427;NEN;b;1;;;;49.028635, 6.052101
02709;Ars-sur-Moselle;Ars-sur-Moselle;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Ars-sur-Moselle;57130;Ars-sur-Moselle;57-032;Moselle;Grand Est;6.0776461;49.0744745;0087192401;ASM;b;1;;;;49.0744745, 6.0776461
02712;Rémilly;Rémilly;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Rémilly;57580;Rémilly;57-572;Moselle;Grand Est;6.3950968;49.0140249;0087192237;RMI;b;1;;;;49.0140249, 6.3950968
02715;Peltre;Peltre;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Peltre;57245;Peltre;57-534;Moselle;Grand Est;6.2220476;49.073877;0087192203;PTE;c;1;;;;49.073877, 6.2220476
02722;Joeuf;Joeuf;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Joeuf;54240;Jœuf;54-280;Meurthe-et-Moselle;Grand Est;6.0177021;49.2250083;0087191700;JOF;c;1;;;;49.2250083, 6.0177021
02733;Hombourg-Budange;Hombourg-Budange;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Hombourg-Budange;57920;Hombourg-Budange;57-331;Moselle;Grand Est;6.3507488;49.2823957;0087191353;HBX;c;1;;;;49.2823957, 6.3507488
02741;Uckange;Uckange;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Uckange;57270;Uckange;57-683;Moselle;Grand Est;6.1567735;49.3032605;0087191130;UCK;b;1;;;;49.3032605, 6.1567735
02742;Hagondange;Hagondange;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Hagondange;57300;Hagondange;57-283;Moselle;Grand Est;6.16448;49.25356;0087191114;HGD;b;1;;;;49.25356, 6.16448
02744;Walygator parc;Walygator parc;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Walygator parc;57433;Maizières-lès-Metz;57-433;Moselle;Grand Est;6.15946;49.22492;0087191098;WAB;c;1;;;;49.22492, 6.15946
02752;Clerval;Clerval;Oui;Non;AG Centre Est Rhône Alpin;REGION ALSACE;UG Franche-Comté;;1;1;Clerval;25340;Clerval;25-156;Doubs;Bourgogne-Franche-Comté;6.4920574;47.3966577;0087184622;CVL;c;1;;;;47.3966577, 6.4920574
02755;Voujeaucourt;Voujeaucourt;Oui;Non;AG Centre Est Rhône Alpin;REGION ALSACE;UG Franche-Comté;;1;1;Voujeaucourt;25420;Voujeaucourt;25-632;Doubs;Bourgogne-Franche-Comté;6.7699667;47.4789729;0087184531;VJT;c;1;;;;47.4789729, 6.7699667
02757;Héricourt;Héricourt;Oui;Non;AG Centre Est Rhône Alpin;REGION ALSACE;UG Franche-Comté;;1;1;Héricourt;70400;Héricourt;70-285;Haute-Saône;Bourgogne-Franche-Comté;6.7691977;47.5729701;0087184507;HCT;b;1;;;;47.5729701, 6.7691977
02763;Belfort;Belfort;Oui;Non;AG Centre Est Rhône Alpin;REGION ALSACE;UG Franche-Comté;;1;1;Belfort;90000;Belfort;90-010;Territoire de Belfort;Bourgogne-Franche-Comté;6.853956;47.633284;0087184002;BFT;b;2;;;;47.633284, 6.853956
02764;Thann Saint-Jacques;Thann Saint-Jacques;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Thann Saint-Jacques;68800;Thann;68-334;Haut-Rhin;Grand Est;7.0938473;47.8133155;0087182881;THD;b;1;;;;47.8133155, 7.0938473
02767;Metzeral;Metzeral;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Metzeral;68380;Metzeral;68-204;Haut-Rhin;Grand Est;7.0733383;48.0133301;0087182816;MZL;c;1;;;;48.0133301, 7.0733383
02772;Staffelfelden;Staffelfelden;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Staffelfelden;68850;Staffelfelden;68-321;Haut-Rhin;Grand Est;7.2651657;47.8279612;0087182691;TFE;c;1;;;;47.8279612, 7.2651657
02778;Oderen;Oderen;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Oderen;68830;Oderen;68-247;Haut-Rhin;Grand Est;6.9734829;47.9118756;0087182634;ODE;c;1;;;;47.9118756, 6.9734829
02782;Moosch;Moosch;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Moosch;68690;Moosch;68-217;Haut-Rhin;Grand Est;7.0507631;47.8607454;0087182592;MWH;c;1;;;;47.8607454, 7.0507631
02784;Bitschwiller;Bitschwiller;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Bitschwiller;68620;Bitschwiller-lès-Thann;68-040;Haut-Rhin;Grand Est;7.078514;47.8273719;0087182576;BWP;c;1;;;;47.8273719, 7.078514
02790;Munster;Munster;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Munster;68140;Munster;68-226;Haut-Rhin;Grand Est;7.1341728;48.0383438;0087182394;MUT;b;1;;;;48.0383438, 7.1341728
02806;Habsheim;Habsheim;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Habsheim;68440;Habsheim;68-118;Haut-Rhin;Grand Est;7.417979;47.737691;0087182089;HAB;b;1;;;;47.737691, 7.417979
02808;Mulhouse;Mulhouse;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Mulhouse;68053;Mulhouse;68-224;Haut-Rhin;Grand Est;7.342396;47.742224;0087182063;MSE;a;3;;;;47.742224, 7.342396
02809;Mulhouse Dornach;Mulhouse Dornach;Oui;Non;AG Est-Européen;REGION ALSACE;UG Et TER RHENAN;;1;1;Mulhouse Dornach;68200;Mulhouse;68-224;Haut-Rhin;Grand Est;7.308477;47.747130;0087182055;MDQ;b;1;;;;47.74713, 7.308477
02823;Pagny-sur-Meuse;Pagny-sur-Meuse;Oui;Non;AG Est-Européen;REGION LORRAINE;UG EV Lorraine;;1;1;Pagny-sur-Meuse;55190;Pagny-sur-Meuse;55-398;Meuse;Grand Est;5.7336468;48.6965426;0087175828;PYM;c;1;;;;48.6965426, 5.7336468
