TGV,arrivalDate,availablePhysicalSpaces,baseClasses,bookingType,boundaryPoint,carrierCode,departureDate,destination,destinationCode,destinationDetail,duration,fullIndicator,hasPerturbations,hostIndicator,id,inventory,min_price,onboardServices,origin,originCode,originDetail,price_FLEX,price_NOFLEX,price_SEMIFLEX,price_UPSELL,realTimeInformations,seatmapAvailable,services,showRating,tctCodeList,ticketProvider,total_duration,total_trains,trainEquipment,trainNumber,trainPeriod,trainType,transporter,transporterRating,trip_arrivalDate,trip_departureDate,trip_id,trip_name,trip_rank,unsellableReason,vehicleType
True,2017-08-21 21:08:00,"[A, B]",,RN,,SN,2017-08-21 16:48:00,PARIS MONTPARNASSE 1 ET 2,FRPMO,"{u'cityCode': u'FRPAR', u'cityLabel': u'PARIS', u'outsideFrance': False, u'stationLabel': u'PARIS MONTPARNASSE 1 ET 2', u'zipCode': u'75', u'stationLabelFr': u'PARIS MONTPARNASSE 1 ET 2', u'stationCode': u'FRPMO', u'cityLabelFr': u'PARIS'}",15600000,,False,,14,wdi,112.9,"[HANDICAPE, VOITURE_BAR, WIFI, VELO_PAYANT]",TOULOUSE MATABIAU,FRXYT,"{u'cityCode': u'FRTLS', u'cityLabel': u'TOULOUSE', u'outsideFrance': False, u'stationLabel': u'TOULOUSE MATABIAU', u'zipCode': u'31', u'stationLabelFr': u'TOULOUSE MATABIAU', u'stationCode': u'FRXYT', u'cityLabelFr': u'TOULOUSE'}",174.8,,112.9,125.1,,True,[],False,[],RR,0 days 10:15:00.000000000,3,,8518,BLUE,TGD,TGV,,2017-08-21T23:10:00,2017-08-21T12:55:00,0b3724b0-bd98-431f-ac46-2cd59de8a743,AURILLAC to ANGERS SAINT LAUD,1,NONE,TRAIN
True,2017-08-21 23:10:00,"[A, B]",,RN,,SN,2017-08-21 21:46:00,ANGERS SAINT LAUD,FRACL,"{u'cityCode': u'FRANE', u'cityLabel': u'ANGERS', u'outsideFrance': False, u'stationLabel': u'ANGERS SAINT LAUD', u'zipCode': u'49', u'stationLabelFr': u'ANGERS SAINT LAUD', u'stationCode': u'FRACL', u'cityLabelFr': u'ANGERS'}",5040000,,False,,15,wdi,112.9,"[HANDICAPE, VOITURE_BAR]",PARIS MONTPARNASSE 1 ET 2,FRPMO,"{u'cityCode': u'FRPAR', u'cityLabel': u'PARIS', u'outsideFrance': False, u'stationLabel': u'PARIS MONTPARNASSE 1 ET 2', u'zipCode': u'75', u'stationLabelFr': u'PARIS MONTPARNASSE 1 ET 2', u'stationCode': u'FRPMO', u'cityLabelFr': u'PARIS'}",174.8,,112.9,125.1,,True,[],False,[],RR,0 days 10:15:00.000000000,3,,8857,BLUE,TGD,TGV,,2017-08-21T23:10:00,2017-08-21T12:55:00,0b3724b0-bd98-431f-ac46-2cd59de8a743,AURILLAC to ANGERS SAINT LAUD,2,NONE,TRAIN
True,2017-08-22 08:18:00,[B],,RI,,SN,2017-08-22 05:50:00,CLERMONT FERRAND GARE,FRCFE,"{u'cityCode': u'FRCWP', u'cityLabel': u'CLERMONT FERRAND', u'outsideFrance': False, u'stationLabel': u'CLERMONT FERRAND GARE', u'zipCode': u'63', u'stationLabelFr': u'CLERMONT FERRAND GARE', u'stationCode': u'FRCFE', u'cityLabelFr': u'CLERMONT FERRAND'}",8880000,,False,,4,wdi,100.9,[VELO_GRATUIT],AURILLAC,FRAUR,"{u'cityCode': None, u'cityLabel': None, u'outsideFrance': False, u'stationLabel': u'AURILLAC', u'zipCode': u'15', u'stationLabelFr': u'AURILLAC', u'stationCode': u'FRAUR', u'cityLabelFr': None}",130.2,,100.9,111.9,,False,[],False,[],RR,0 days 09:20:00.000000000,3,,73800,BLUE,TER,TER,,2017-08-22T15:10:00,2017-08-22T05:50:00,d688ca8d-7570-4348-b006-f9fa993f06d8,AURILLAC to ANGERS SAINT LAUD,0,NONE,TRAIN
True,2017-08-22 11:57:00,"[B, A]",,RN,,SN,2017-08-22 08:26:00,PARIS BERCY,FRPBE,"{u'cityCode': u'FRPAR', u'cityLabel': u'PARIS', u'outsideFrance': False, u'stationLabel': u'PARIS BERCY', u'zipCode': u'75', u'stationLabelFr': u'PARIS BERCY', u'stationCode': u'FRPBE', u'cityLabelFr': u'PARIS'}",12660000,,False,,5,wdi,100.9,"[HANDICAPE, VELO_PAYANT, NURSERIE, RESTAURATION]",CLERMONT FERRAND GARE,FRCFE,"{u'cityCode': u'FRCWP', u'cityLabel': u'CLERMONT FERRAND', u'outsideFrance': False, u'stationLabel': u'CLERMONT FERRAND GARE', u'zipCode': u'63', u'stationLabelFr': u'CLERMONT FERRAND GARE', u'stationCode': u'FRCFE', u'cityLabelFr': u'CLERMONT FERRAND'}",130.2,,100.9,111.9,,False,[],False,[],RR,0 days 09:20:00.000000000,3,,5962,BLUE,TJC,INTERCITÉS,,2017-08-22T15:10:00,2017-08-22T05:50:00,d688ca8d-7570-4348-b006-f9fa993f06d8,AURILLAC to ANGERS SAINT LAUD,1,NONE,TRAIN
True,2017-08-22 15:10:00,"[B, A]",,RN,,SN,2017-08-22 13:42:00,ANGERS SAINT LAUD,FRACL,"{u'cityCode': u'FRANE', u'cityLabel': u'ANGERS', u'outsideFrance': False, u'stationLabel': u'ANGERS SAINT LAUD', u'zipCode': u'49', u'stationLabelFr': u'ANGERS SAINT LAUD', u'stationCode': u'FRACL', u'cityLabelFr': u'ANGERS'}",5280000,,False,,6,wdi,100.9,"[HANDICAPE, VOITURE_BAR, VELO_PAYANT]",PARIS MONTPARNASSE 1 ET 2,FRPMO,"{u'cityCode': u'FRPAR', u'cityLabel': u'PARIS', u'outsideFrance': False, u'stationLabel': u'PARIS MONTPARNASSE 1 ET 2', u'zipCode': u'75', u'stationLabelFr': u'PARIS MONTPARNASSE 1 ET 2', u'stationCode': u'FRPMO', u'cityLabelFr': u'PARIS'}",130.2,,100.9,111.9,,True,[],False,[],RR,0 days 09:20:00.000000000,3,,8821,BLUE,TGA,TGV,,2017-08-22T15:10:00,2017-08-22T05:50:00,d688ca8d-7570-4348-b006-f9fa993f06d8,AURILLAC to ANGERS SAINT LAUD,2,NONE,TRAIN
True,2017-08-22 12:48:00,[B],,RI,,SN,2017-08-22 10:22:00,CLERMONT FERRAND GARE,FRCFE,"{u'cityCode': u'FRCWP', u'cityLabel': u'CLERMONT FERRAND', u'outsideFrance': False, u'stationLabel': u'CLERMONT FERRAND GARE', u'zipCode': u'63', u'stationLabelFr': u'CLERMONT FERRAND GARE', u'stationCode': u'FRCFE', u'cityLabelFr': u'CLERMONT FERRAND'}",8760000,,False,,7,wdi,108.7,[VELO_GRATUIT],AURILLAC,FRAUR,"{u'cityCode': None, u'cityLabel': None, u'outsideFrance': False, u'stationLabel': u'AURILLAC', u'zipCode': u'15', u'stationLabelFr': u'AURILLAC', u'stationCode': u'FRAUR', u'cityLabelFr': None}",128.6,,108.7,123.5,,False,[],False,[],RR,0 days 09:52:00.000000000,3,,73804,BLUE,TER,TER,,2017-08-22T20:14:00,2017-08-22T10:22:00,da1afea7-9ccd-4c5a-90bd-c0111fb285d7,AURILLAC to ANGERS SAINT LAUD,0,NONE,TRAIN
True,2017-08-22 16:20:00,"[B, A]",,RR,,SN,2017-08-22 13:57:00,LYON PART DIEU,FRLPD,"{u'cityCode': u'FRLYS', u'cityLabel': u'LYON', u'outsideFrance': False, u'stationLabel': u'LYON PART DIEU', u'zipCode': u'69', u'stationLabelFr': u'LYON PART DIEU', u'stationCode': u'FRLPD', u'cityLabelFr': u'LYON'}",8580000,,False,,8,wdi,108.7,[],CLERMONT FERRAND GARE,FRCFE,"{u'cityCode': u'FRCWP', u'cityLabel': u'CLERMONT FERRAND', u'outsideFrance': False, u'stationLabel': u'CLERMONT FERRAND GARE', u'zipCode': u'63', u'stationLabelFr': u'CLERMONT FERRAND GARE', u'stationCode': u'FRCFE', u'cityLabelFr': u'CLERMONT FERRAND'}",128.6,,108.7,123.5,,False,[],False,[],RR,0 days 09:52:00.000000000,3,,5528,BLUE,CIC,INTERCITÉS,,2017-08-22T20:14:00,2017-08-22T10:22:00,da1afea7-9ccd-4c5a-90bd-c0111fb285d7,AURILLAC to ANGERS SAINT LAUD,1,NONE,TRAIN
True,2017-08-22 20:14:00,"[B, A]",,RN,,SN,2017-08-22 16:30:00,ANGERS SAINT LAUD,FRACL,"{u'cityCode': u'FRANE', u'cityLabel': u'ANGERS', u'outsideFrance': False, u'stationLabel': u'ANGERS SAINT LAUD', u'zipCode': u'49', u'stationLabelFr': u'ANGERS SAINT LAUD', u'stationCode': u'FRACL', u'cityLabelFr': u'ANGERS'}",13440000,,False,,9,wdi,108.7,"[HANDICAPE, VOITURE_BAR]",LYON PART DIEU,FRLPD,"{u'cityCode': u'FRLYS', u'cityLabel': u'LYON', u'outsideFrance': False, u'stationLabel': u'LYON PART DIEU', u'zipCode': u'69', u'stationLabelFr': u'LYON PART DIEU', u'stationCode': u'FRLPD', u'cityLabelFr': u'LYON'}",128.6,,108.7,123.5,,True,[],False,[],RR,0 days 09:52:00.000000000,3,,5378,BLUE,TGD,TGV,,2017-08-22T20:14:00,2017-08-22T10:22:00,da1afea7-9ccd-4c5a-90bd-c0111fb285d7,AURILLAC to ANGERS SAINT LAUD,2,NONE,TRAIN
True,2017-08-22 13:55:00,[B],,RI,,SN,2017-08-22 11:58:00,BRIVE LA GAILLARDE,FRBVE,"{u'cityCode': None, u'cityLabel': None, u'outsideFrance': False, u'stationLabel': u'BRIVE LA GAILLARDE', u'zipCode': u'19', u'stationLabelFr': u'BRIVE LA GAILLARDE', u'stationCode': u'FRBVE', u'cityLabelFr': None}",7020000,,False,,10,wdi,111.9,[VELO_GRATUIT],AURILLAC,FRAUR,"{u'cityCode': None, u'cityLabel': None, u'outsideFrance': False, u'stationLabel': u'AURILLAC', u'zipCode': u'15', u'stationLabelFr': u'AURILLAC', u'stationCode': u'FRAUR', u'cityLabelFr': None}",133.1,,111.9,143.9,,False,[],False,[],RR,0 days 09:16:00.000000000,3,,73909,BLUE,TER,TER,,2017-08-22T21:14:00,2017-08-22T11:58:00,51babfda-9d3f-4116-a5f1-74b2d82b7877,AURILLAC to ANGERS SAINT LAUD,0,NONE,TRAIN
True,2017-08-22 18:19:00,"[B, A]",,RN,,SN,2017-08-22 14:01:00,PARIS AUSTERLITZ,FRPAZ,"{u'cityCode': u'FRPAR', u'cityLabel': u'PARIS', u'outsideFrance': False, u'stationLabel': u'PARIS AUSTERLITZ', u'zipCode': u'75', u'stationLabelFr': u'PARIS AUSTERLITZ', u'stationCode': u'FRPAZ', u'cityLabelFr': u'PARIS'}",15480000,,False,,11,wdi,111.9,"[HANDICAPE, VELO_PAYANT, NURSERIE, RESTAURATION]",BRIVE LA GAILLARDE,FRBVE,"{u'cityCode': None, u'cityLabel': None, u'outsideFrance': False, u'stationLabel': u'BRIVE LA GAILLARDE', u'zipCode': u'19', u'stationLabelFr': u'BRIVE LA GAILLARDE', u'stationCode': u'FRBVE', u'cityLabelFr': None}",133.1,,111.9,143.9,,False,[],False,[],RR,0 days 09:16:00.000000000,3,,3654,BLUE,TJC,INTERCITÉS,,2017-08-22T21:14:00,2017-08-22T11:58:00,51babfda-9d3f-4116-a5f1-74b2d82b7877,AURILLAC to ANGERS SAINT LAUD,1,NONE,TRAIN
True,2017-08-22 21:14:00,"[B, A]",,RN,,SN,2017-08-22 19:40:00,ANGERS SAINT LAUD,FRACL,"{u'cityCode': u'FRANE', u'cityLabel': u'ANGERS', u'outsideFrance': False, u'stationLabel': u'ANGERS SAINT LAUD', u'zipCode': u'49', u'stationLabelFr': u'ANGERS SAINT LAUD', u'stationCode': u'FRACL', u'cityLabelFr': u'ANGERS'}",5640000,,False,,12,wdi,111.9,"[HANDICAPE, VOITURE_BAR]",PARIS MONTPARNASSE 1 ET 2,FRPMO,"{u'cityCode': u'FRPAR', u'cityLabel': u'PARIS', u'outsideFrance': False, u'stationLabel': u'PARIS MONTPARNASSE 1 ET 2', u'zipCode': u'75', u'stationLabelFr': u'PARIS MONTPARNASSE 1 ET 2', u'stationCode': u'FRPMO', u'cityLabelFr': u'PARIS'}",133.1,,111.9,143.9,,True,[],False,[],RR,0 days 09:16:00.000000000,3,,8851,BLUE,TGD,TGV,,2017-08-22T21:14:00,2017-08-22T11:58:00,51babfda-9d3f-4116-a5f1-74b2d82b7877,AURILLAC to ANGERS SAINT LAUD,2,NONE,TRAIN
True,2017-08-22 16:23:00,[B],,RI,,SN,2017-08-22 12:55:00,TOULOUSE MATABIAU,FRXYT,"{u'cityCode': u'FRTLS', u'cityLabel': u'TOULOUSE', u'outsideFrance': False, u'stationLabel': u'TOULOUSE MATABIAU', u'zipCode': u'31', u'stationLabelFr': u'TOULOUSE MATABIAU', u'stationCode': u'FRXYT', u'cityLabelFr': u'TOULOUSE'}",12480000,,False,,13,wdi,112.9,[VELO_GRATUIT],AURILLAC,FRAUR,"{u'cityCode': None, u'cityLabel': None, u'outsideFrance': False, u'stationLabel': u'AURILLAC', u'zipCode': u'15', u'stationLabelFr': u'AURILLAC', u'stationCode': u'FRAUR', u'cityLabelFr': None}",174.8,,112.9,125.1,,False,[],False,[],RR,0 days 10:15:00.000000000,3,,71209,BLUE,TER,TER,,2017-08-22T23:10:00,2017-08-22T12:55:00,af88a60f-4e28-4660-9830-5eb00c892f06,AURILLAC to ANGERS SAINT LAUD,0,NONE,TRAIN
True,2017-08-22 21:08:00,"[B, A]",,RN,,SN,2017-08-22 16:48:00,PARIS MONTPARNASSE 1 ET 2,FRPMO,"{u'cityCode': u'FRPAR', u'cityLabel': u'PARIS', u'outsideFrance': False, u'stationLabel': u'PARIS MONTPARNASSE 1 ET 2', u'zipCode': u'75', u'stationLabelFr': u'PARIS MONTPARNASSE 1 ET 2', u'stationCode': u'FRPMO', u'cityLabelFr': u'PARIS'}",15600000,,False,,14,wdi,112.9,"[HANDICAPE, VOITURE_BAR, WIFI, VELO_PAYANT]",TOULOUSE MATABIAU,FRXYT,"{u'cityCode': u'FRTLS', u'cityLabel': u'TOULOUSE', u'outsideFrance': False, u'stationLabel': u'TOULOUSE MATABIAU', u'zipCode': u'31', u'stationLabelFr': u'TOULOUSE MATABIAU', u'stationCode': u'FRXYT', u'cityLabelFr': u'TOULOUSE'}",174.8,,112.9,125.1,,True,[],False,[],RR,0 days 10:15:00.000000000,3,,8518,BLUE,TGD,TGV,,2017-08-22T23:10:00,2017-08-22T12:55:00,af88a60f-4e28-4660-9830-5eb00c892f06,AURILLAC to ANGERS SAINT LAUD,1,NONE,TRAIN
True,2017-08-22 23:10:00,"[B, A]",,RN,,SN,2017-08-22 21:46:00,ANGERS SAINT LAUD,FRACL,"{u'cityCode': u'FRANE', u'cityLabel': u'ANGERS', u'outsideFrance': False, u'stationLabel': u'ANGERS SAINT LAUD', u'zipCode': u'49', u'stationLabelFr': u'ANGERS SAINT LAUD', u'stationCode': u'FRACL', u'cityLabelFr': u'ANGERS'}",5040000,,False,,15,wdi,112.9,"[HANDICAPE, VOITURE_BAR, VELO_PAYANT]",PARIS MONTPARNASSE 1 ET 2,FRPMO,"{u'cityCode': u'FRPAR', u'cityLabel': u'PARIS', u'outsideFrance': False, u'stationLabel': u'PARIS MONTPARNASSE 1 ET 2', u'zipCode': u'75', u'stationLabelFr': u'PARIS MONTPARNASSE 1 ET 2', u'stationCode': u'FRPMO', u'cityLabelFr': u'PARIS'}",174.8,,112.9,125.1,,True,[],False,[],RR,0 days 10:15:00.000000000,3,,8857,BLUE,TGA,TGV,,2017-08-22T23:10:00,2017-08-22T12:55:00,af88a60f-4e28-4660-9830-5eb00c892f06,AURILLAC to ANGERS SAINT LAUD,2,NONE,TRAIN
False,2017-08-21 07:05:00,[B],,RI,,SN,2017-08-21 05:15:00,BRIVE LA GAILLARDE,FRBVE,"{u'cityCode': None, u'cityLabel': None, u'outsideFrance': False, u'stationLabel': u'BRIVE LA GAILLARDE', u'zipCode': u'19', u'stationLabelFr': u'BRIVE LA GAILLARDE', u'stationCode': u'FRBVE', u'cityLabelFr': None}",6600000,,False,,4,wdi,44.3,[VELO_GRATUIT],AURILLAC,FRAUR,"{u'cityCode': None, u'cityLabel': None, u'outsideFrance': False, u'stationLabel': u'AURILLAC', u'zipCode': u'15', u'stationLabelFr': u'AURILLAC', u'stationCode': u'FRAUR', u'cityLabelFr': None}",65.6,,44.3,48.9,,False,[],False,[],RR,0 days 09:09:00.000000000,3,,73901,BLUE,TER,TER,,2017-08-21T14:24:00,2017-08-21T05:15:00,fa5caa4a-762b-4ad3-a008-e7f55474e5a5,AURILLAC to TOURS,0,NONE,TRAIN
